state_acronym,scf_name,_TYPE_,_FREQ_,meanpop,scf_id,state_name,pop,scf_lat,scf_long,scf_elev,scf_persons_per_house,scf_income_per_house,N_zip3,FIPS,state_pop2000,state_lat,state_long,NCHS_id,city_id
OR,Portland,3,2,2361607.3991,320,Oregon,2186087,45.5846875,-122.6074317,457.5949632,2.57320678,43075.20089,4,41,3421399,44.732273,-122.579524,38,242
NH,Portsmouth,3,2,362499.39721,321,New Hampshire,341191,43.34913776,-70.99361471,232.5332168,2.656410256,50393.16576,2,33,1235786,43.153046,-71.463342,30,243
RI,Providence,3,2,1575366.0365,323,Rhode Island,1561809,41.73657376,-71.3543895,126.4242424,2.682084416,46894.41435,3,44,1048319,41.753318,-71.448902,40,244
NY,Queens,3,1,2346019.171,325,New York,2354462,40.73574487,-73.81721277,57.51125453,2.781630435,52811.84556,4,36,18976457,41.507548,-74.645228,33,245
NC,Raleigh,3,1,1571945.921,327,North Carolina,1382612,35.87906486,-78.64495755,354.3163346,2.573333333,49298.64553,3,37,8049313,35.553334,-79.667654,34,246
PA,Reading,3,1,480073.0403,330,Pennsylvania,515391,40.45767157,-76.00176071,558.2490741,2.59324537,41131.43704,3,42,12281054,40.463528,-77.075925,39,247
CA,Redding,3,1,295593.3407,331,California,277570,40.86475588,-122.2709071,2343.2625,2.61625,30540.91781,1,6,33871648,35.458606,-119.355165,5,248
NV,Reno,3,2,666116.5423,332,Nevada,636661,39.61556872,-119.6216676,4987.361938,2.591795341,43743.51304,5,32,1998257,37.165965,-116.304648,29,249
VA,Richmond,3,1,1719494.123,334,Virginia,1582513,37.5427688,-77.26151568,158.5738519,2.682262765,43074.81422,6,51,7078515,37.750345,-77.835857,47,250
VA,Roanoke,3,1,717082.1613,336,Virginia,710240,37.08191235,-80.31376408,1733.904825,2.580692983,34437.61795,3,51,7078515,37.750345,-77.835857,47,251
